LocationID	Location	ParentLocationID	Latitude	Longitude
KYH-SP-23	Kentucky Dam	KYDK2	37.014446	-88.267776
KYH-SP-24	Kentucky Dam	KYDK2	37.014446	-88.267776
LABT1	Laurel Bloomery	LABT1	36.566666	-81.759163
LAST1	East Fork Stones nr Lascassas	LAST1	35.918335	-86.333611
LBC-OG-01	Little Bear Creek	LBRA1	34.451946	-87.976944
LBC-OG-02	Little Bear Creek	LBRA1	34.451946	-87.976944
LBC-SL-01	Little Bear Creek	LBRA1	34.451946	-87.976944
LBC-SL-02	Little Bear Creek	LBRA1	34.451946	-87.976944
LBC-SP-01	Little Bear Creek	LBRA1	34.451946	-87.976944
LBRA1	Little Bear Creek Dam	LBRA1	34.451946	-87.976944
LBVT1	Buffalo blw Lobelville	LBVT1	35.810833	-87.777779
LCLK2	Laurel Lake Dam	LCLK2	36.961666	-84.270279
LDNT1	Linden	LDNT1	35.621387	-87.834167
LEBT1	Lebanon TN	LEBT1	36.228330	-86.318060
LEBV2	Lebanon VA	LEBV2	36.909168	-82.060280
Lenoir_City_TN	Lenoir City, TN	Lenoir_City_TN	35.778178	-84.272348
LFTT1	Lafayette	LFTT1	36.518833	-86.029972
LIMA1	Lim Rock	LIMA1	34.679165	-86.188889
LLDT1	Nolichucky at Lowlands	LLDT1	36.126110	-83.175552
LOST1	Lost Creek Dam	LOST1	35.579166	-88.343330
Loudon	Tennessee at Loudon	Loudon	35.737148	-84.328249
LUTT1	Luttrell	LUTT1	36.207779	-83.746109
LVGT1	Livingston	LVGT1	36.349444	-85.343889
LVLT1	Lobelville	LVLT1	35.782778	-87.774722
LXNT1	Lexington	LXNT1	35.643890	-88.386665
MANT1	Manchester	MANT1	35.482224	-86.098053
MARN7	French Broad at Marshall	MARN7	35.786388	-82.660835
MBLN7	Marble	MBLN7	35.188057	-83.918335
MCDT1	McDonald	MCDT1	35.096668	-84.989998
MCET1	McEwen	MCET1	36.106667	-87.637222
MCGT1	Collins nr McMinnville	MCGT1	35.725555	-85.729446
MCST1	Duck blw Manchester	MCST1	35.470833	-86.121666
MDGT1	Milledgeville	MDGT1	35.357498	-88.373611
MDLK2	Yellow Creek nr Middlesboro	MDLK2	36.668056	-83.688614
MDNT1	Harpeth at McDaniel	MDNT1	35.832500	-86.698890
MeltonHillDam	Melton Hill Dam W2 profiles	MeltonHillDam	35.884445	-84.300552
MeltonHillDam_v4	Melton Hill Dam W2 v4 profiles	MeltonHillDam_v4	35.884445	-84.300552
MGNT1	Milligan College	MGNT1	36.305557	-82.305832
MHDT1	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHDT1_221.80	MHDT1_221.80	MeltonHillDam	0.000000	0.000000
MHDT1_224.80	MHDT1_224.80	MeltonHillDam	0.000000	0.000000
MHDT1_227.80	MHDT1_227.80	MeltonHillDam	0.000000	0.000000
MHDT1_229.80	MHDT1_229.80	MeltonHillDam	0.000000	0.000000
MHDT1_231.80	MHDT1_231.80	MeltonHillDam	0.000000	0.000000
MHDT1_233.80	MHDT1_233.80	MeltonHillDam	0.000000	0.000000
MHDT1_235.80	MHDT1_235.80	MeltonHillDam	0.000000	0.000000
MHDT1_237.80	MHDT1_237.80	MeltonHillDam	0.000000	0.000000
MHDT1_239.80	MHDT1_239.80	MeltonHillDam	0.000000	0.000000
MHDT1_241.30	MHDT1_241.30	MeltonHillDam	0.000000	0.000000
MHDT1_v4_225.30	MHDT1_v4_225.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_227.30	MHDT1_v4_227.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_229.30	MHDT1_v4_229.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_231.30	MHDT1_v4_231.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_233.30	MHDT1_v4_233.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_235.30	MHDT1_v4_235.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_237.30	MHDT1_v4_237.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_239.30	MHDT1_v4_239.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_241.30	MHDT1_v4_241.30	MeltonHillDam_v4	0.000000	0.000000
MHDT1_v4_243.30	MHDT1_v4_243.30	MeltonHillDam_v4	0.000000	0.000000
MHH-01	Melton Hill-Unit1	MHDT1	35.884445	-84.300552
MHH-01-TD	Melton Hill-Unit1-Taildeck	MHH-01	35.884445	-84.300552
MHH-02	Melton Hill-Unit2	MHDT1	35.884445	-84.300552
MHH-02-TD	Melton Hill-Unit2-Taildeck	MHH-02	35.884445	-84.300552
MHH-OG-01	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHH-OG-02	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHH-OG-03	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHH-SP-01	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHH-SP-02	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHH-SP-03	Melton Hill Dam	MHDT1	35.884445	-84.300552
MHH-TD	Melton Hill-Taildeck	MHDT1	35.884445	-84.300552
MHLN7	Leicester	MHLN7	35.723610	-82.660278
Mile_16_5	Mile 16.5	Mile_16_5	34.872852	-87.107561
MLTA1	Moulton	MLTA1	34.403889	-87.316109
MLTT1	Duck at Milltown	MLTT1	35.576389	-86.778893
MMTN7	Mount Mitchell	MMTN7	35.758610	-82.270554
MMVT1	McMinnville	MMVT1	35.704444	-85.744722
MNYT1	Monterey	MNYT1	36.150002	-85.241669
MPHN7	Hiwassee at Murphy	MPHN7	35.080555	-84.004166
MPLT1	Mount Pleasant	MPLT1	35.522778	-87.227219
MPYN7	Murphy	MPYN7	35.077778	-84.028336
MRNV2	Marion	MRNV2	36.854721	-81.481941
MRST1	Morrison	MRST1	35.616390	-85.894165
MSTT1	Morristown	MSTT1	36.272499	-83.226112
MTCK2	Beaver Creek nr Monticello	MTCK2	36.797501	-84.896111
MTRI2	Ohio River at Metropolis	MTRI2	37.147500	88.740833
MUGT1	West Fork Stones at Murfreesboro	MUGT1	35.902779	-86.430000
Muscle_Shoals_AL	Muscle Shoals AL	Muscle_Shoals_AL	34.794000	-87.641000
MYVT1	Little nr Maryville	MYVT1	35.785278	-83.884720
N/A	Blank t.s.	N/A	0.000000	0.000000
NANN7	Nantahala Power House	NANN7	35.273056	-83.680000
NAST1	Cumberland at Nashville	NAST1	36.167221	-86.776390
NBLV2	North Bristol	NBLV2	36.624722	-82.188332
NDMN7	Needmore Rain	NDMN7	35.323056	-83.534167
NEEN7	Little Tennessee at Needmore	NEEN7	35.336388	-83.527222
NEPT1	Pigeon at Newport	NEPT1	35.960556	-83.174164
NEWT1	Newcomb	NEWT1	36.544445	-84.173058
NFGT1	Newfound Gap	NFGT1	35.611389	-83.428886
NJH-01	Nickajack-Unit1	NKJT1	35.001667	-85.621948
NJH-01-TD	Nickajack-Unit1-Taildeck	NJH-01	35.001667	-85.621948
NJH-02	Nickajack-Unit2	NKJT1	35.001667	-85.621948
NJH-02-TD	Nickajack-Unit2-Taildeck	NJH-02	35.001667	-85.621948
NJH-03	Nickajack-Unit3	NKJT1	35.001667	-85.621948
NJH-03-TD	Nickajack-Unit3-Taildeck	NJH-03	35.001667	-85.621948
NJH-04	Nickajack-Unit4	NKJT1	35.001667	-85.621948
NJH-04-TD	Nickajack-Unit4-Taildeck	NJH-04	35.001667	-85.621948
NJH-OG-01	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-02	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-03	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-04	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-05	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-06	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-07	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-08	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-09	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-10	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-OG-11	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-01	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-02	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-03	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-04	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-05	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-06	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-07	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-08	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-09	Nickajack Dam	NKJT1	35.001667	-85.621948
NJH-SP-10	Nickajack Dam	NKJT1	35.001667	-85.621948
NJNT1	Tennessee nr Johnsonville	NJNT1	36.017502	-88.003891
NKJT1	Nickajack Dam	NKJT1	35.001667	-85.621948
NOC-OG-01	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-OG-02	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-SL-01	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-SL-02	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-SL-03	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-SL-04	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-SP-01	Normandy Dam	NRMT1	35.465279	-86.248886
NOC-SP-02	Normandy Dam	NRMT1	35.465279	-86.248886
NOH-01	Norris-Unit1	NRST1	36.223057	-84.089996
NOH-01-DS	Norris-Unit1-Downstream	NOH-01	36.223057	-84.089996
NOH-02	Norris-Unit2	NRST1	36.223057	-84.089996
NOH-02-DS	Norris-Unit2-Downstream	NOH-02	36.223057	-84.089996
NOH-OG-01	Norris Dam	NRST1	36.223057	-84.089996
NOH-RRBR	Norris-RiverRoadBoatRamp	NRST1	36.223057	-84.089996
NOH-SL-01	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-02	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-03	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-04	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-05	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-06	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-07	Norris Dam	NRST1	36.223057	-84.089996
NOH-SL-08	Norris Dam	NRST1	36.223057	-84.089996
NOH-SP-01	Norris Dam	NRST1	36.223057	-84.089996
NOH-SP-02	Norris Dam	NRST1	36.223057	-84.089996
NOH-SP-03	Norris Dam	NRST1	36.223057	-84.089996
NOLT1	Nolichucky Dam	NOLT1	36.065556	-82.866386
Norfolk_Southern_Rail_Yard	Norfolk-Southern Rail Yard	Norfolk_Southern_Rail_Yard	36.031352	-83.814947
NOTG1	Nottely Dam	NOTG1	34.960835	-84.086945
NPRT1	Newport	NPRT1	35.970556	-83.203611
NRMT1	Normandy Dam	NRMT1	35.465279	-86.248886
NRST1	Norris Dam	NRST1	36.223057	-84.089996
NRST1_evap	NRST1_evap	NRST1	36.223057	-84.089996
NRST1Branch1	NRST1Branch1	NRST1	0.000000	0.000000
NRVT1	New nr Robbins	NRVT1	36.385555	-84.554726
NTH-01	Nottely-Unit1	NOTG1	34.960835	-84.086945
NTH-01-DS	Nottelly-Unit1-Downstream	NTH-01	34.960835	-84.086945
NTH-02	Nottely-Unit2	NOTG1	34.960835	-84.086945
NTH-02-DS	Nottelly-Unit2-Downstream	NTH-02	34.960835	-84.086945
NTH-OG-01	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-01	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-02	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-03	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-04	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-05	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-06	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-07	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-08	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-09	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-10	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-11	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-12	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-13	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-14	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-15	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-16	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-17	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-18	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-19	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-20	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-21	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-22	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-23	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-24	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-25	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-26	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-27	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-28	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-29	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-30	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-31	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-32	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-33	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-34	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-35	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-36	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-37	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-38	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-39	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-40	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-41	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-42	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-43	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-44	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-45	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-46	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-47	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-48	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-49	Nottely Dam	NOTG1	34.960835	-84.086945
NTH-SP-50	Nottely Dam	NOTG1	34.960835	-84.086945
NWPT1	French Broad nr Newport	NWPT1	35.982498	-83.160835
O1H-01	Ocoee1-Unit1	OCAT1	35.095554	-84.647499
O1H-02	Ocoee1-Unit2	OCAT1	35.095554	-84.647499
O1H-03	Ocoee1-Unit3	OCAT1	35.095554	-84.647499
O1H-04	Ocoee1-Unit4	OCAT1	35.095554	-84.647499
O1H-05	Ocoee1-Unit5	OCAT1	35.095554	-84.647499
O1H-SP-01	Ocoee No. 1 Dam	OCAT1	35.095554	-84.647499
O1H-SP-02	Ocoee No. 1 Dam	OCAT1	35.095554	-84.647499
O1H-SP-03	Ocoee No. 1 Dam	OCAT1	35.095554	-84.647499
O1H-SP-04	Ocoee No. 1 Dam	OCAT1	35.095554	-84.647499
O2H-01	Ocoee2-Unit1	OCBT1	35.095001	-84.534721
O2H-02	Ocoee2-Unit2	OCBT1	35.095001	-84.534721
O2H-OG-01	Ocoee No. 2 Dam	OCBT1	35.147221	-84.178612
O2H-OG-02	Ocoee No. 2 Dam	OCBT1	35.147221	-84.178612
O2H-SP-01	Ocoee No. 2 Dam	OCBT1	35.095001	-84.534721
O3H-01	Ocoee3-Unit1	OCCT1	35.040554	-84.466667
O3H-OG-01	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-OG-02	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-OG-03	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-OG-04	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SL-01	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SL-02	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-01	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-02	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-03	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-04	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-05	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-06	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
O3H-SP-07	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
OAKT1	Emory at Oakdale	OAKT1	35.983055	-84.558052
OBDT1	Obed River nr Adams Bridge	OBDT1	36.061667	-84.961389
OCAT1	Ocoee No. 1 Dam	OCAT1	35.095554	-84.647499
OCBT1	Ocoee No. 2 Dam	OCBT1	35.095001	-84.534721
OCCT1	Ocoee No. 3 Dam	OCCT1	35.040554	-84.466667
OCET1	Ocoee near Archville	OCET1	35.096944	-84.535278
OHHT1	Old Hickory Dam	OHHT1	36.297779	-86.654999
OHHT1_120.86	OHHT1_120.86	OldHickoryDam	0.000000	0.000000
OHHT1_122.86	OHHT1_122.86	OldHickoryDam	0.000000	0.000000
OHHT1_124.86	OHHT1_124.86	OldHickoryDam	0.000000	0.000000
OHHT1_126.86	OHHT1_126.86	OldHickoryDam	0.000000	0.000000
OHHT1_128.86	OHHT1_128.86	OldHickoryDam	0.000000	0.000000
OHHT1_130.86	OHHT1_130.86	OldHickoryDam	0.000000	0.000000
OHHT1_132.86	OHHT1_132.86	OldHickoryDam	0.000000	0.000000
OHHT1_134.86	OHHT1_134.86	OldHickoryDam	0.000000	0.000000
OHHT1_136.86	OHHT1_136.86	OldHickoryDam	0.000000	0.000000
OHHT1_138.86	OHHT1_138.86	OldHickoryDam	0.000000	0.000000
OHIT1	Cumberland River below Old Hickory Dam Near Old Hickory	OHIT1	36.296944	-86.658611
OKGT1	Oak Grove	OKGT1	36.044724	-83.344444
OldHickoryDam	Old Hickory Dam W2 profiles	OldHickoryDam	36.297779	-86.654999
OLH-01	Old Hickory-Unit1	OHHT1	36.297222	-86.655556
OLH-02	Old Hickory-Unit2	OHHT1	36.297222	-86.655556
OLH-03	Old Hickory-Unit3	OHHT1	36.297222	-86.655556
OLH-04	Old Hickory-Unit4	OHHT1	36.297222	-86.655556
OLMI2	Olmstead Lock and Dam	OLMI2	37.179520	-89.058570
ONIT1	Oneida	ONIT1	36.500000	-84.483330
ORLT1	Orlinda	ORLT1	36.599998	-86.766670
ORNL	ORNL	ORNL	35.925417	-84.411009
PADK2	Tennessee nr Paducah	PADK2	37.021111	-88.529442
PAF	Paradise Fossil Plant	PAF	37.261188	-86.989968
PAF-01	Paradise-Unit1	PAF	37.259760	-86.973857
PAF-02	Paradise-Unit2	PAF	37.259760	-86.973857
PAF-03	Paradise-Unit3	PAF	37.259760	-86.973857
PAHK2	Ohio at Paducah	PAHK2	37.089443	-88.594444
PANT1	Pandora	PANT1	36.440556	-81.940277
ParisLanding	Paris Landing State Park	ParisLanding	36.424446	-88.129166
PEGV2	Pennington Gap	PEGV2	36.746387	-83.038887
PELT1	Elk River nr Pelham	PELT1	35.296665	-85.869720
PENT1	Cumberland at Penitentiary Branch	PENT1	36.439167	-85.595001
PICT1	Pickwick Dam	PICT1	35.063610	-88.249725
PIDT1	Pine Dam	PIDT1	35.569443	-88.406944
PIOT1	Pin Oak Dam	PIOT1	35.679443	-88.282219
PKH-01	Pickwick-Unit1	PICT1	35.063610	-88.249725
PKH-02	Pickwick-Unit2	PICT1	35.063610	-88.249725
PKH-03	Pickwick-Unit3	PICT1	35.063610	-88.249725
PKH-04	Pickwick-Unit4	PICT1	35.063610	-88.249725
PKH-05	Pickwick-Unit5	PICT1	35.063610	-88.249725
PKH-06	Pickwick-Unit6	PICT1	35.063610	-88.249725
PKH-OG-01	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-OG-02	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-OG-03	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-OG-04	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-01	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-02	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-03	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-04	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-05	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-06	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-07	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-08	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-09	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-10	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-11	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-12	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-13	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-14	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-15	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-16	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-17	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-18	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-19	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-20	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-21	Pickwick Dam	PICT1	35.063610	-88.249725
PKH-SP-22	Pickwick Dam	PICT1	35.063610	-88.249725
PKST1	Parksville	PKST1	35.095000	-84.649167
PKVT1	Pikeville	PKVT1	35.608891	-85.193886
PLKT1	Richland at Pulaski	PLKT1	35.195000	-87.063889
PLMN7	Plumtree	PLMN7	36.041668	-82.011948
PLYG1	Presley	PLYG1	34.906944	-83.725830
POF	Tennessee at Port of Florence	POF	34.784364	-87.671805
PORT1	Red at Port Royal	PORT1	36.554722	-87.141945
PORT1S	Sulphur Fork of the Red nr Adams	PORT1S	36.516998	-87.056999
PPLT1	Bradley Creek nr Prairie Plains	PPLT1	35.355835	-85.979164
PRDK2	Green at Paradise	PRDK2	37.263889	-86.977776
PRST1	Parsons	PRST1	35.648335	-88.130280
PRTN7	Little Tennessee at Prentiss	PRTN7	35.150002	-83.379723
PRVT1	Tennessee at Perryville	PRVT1	35.624722	-88.038887
PSKT1	Pulaski	PSKT1	35.188889	-87.032219
PSLT1	Paris Landing	PSLT1	36.424446	-88.129166
PSPT1	Elk at Prospect	PSPT1	35.014446	-86.994446
PSYG1	Hiwassee at Presley	PSYG1	34.905556	-83.716942
PTBT1	Petersburg	PTBT1	35.326389	-86.653336
PTST1	Petros	PTST1	36.098888	-84.445557
PVLK2	Cumberland at Pineville	PVLK2	36.764446	-83.692497
RACT1	Raccoon Mountain Pumped Storage	RACT1	35.056389	-85.387497
RBYA1	Bear Creek nr Red Bay	RBYA1	34.443333	-88.115555
RDDT1	Roddy	RDDT1	35.765556	-84.777496
Redstone	Tennessee nr Redstone Aresenal	Redstone	34.592036	-86.724091
REDT1	Redbud Dam	REDT1	35.685276	-88.259445
RHBG1	R. H. Bandy	RHBG1	34.903332	-85.078056
RHF	Red Hills Fossil Plant	RHF	34.106538	-82.891245
RLDV2	Richlands	RLDV2	37.096111	-81.835556
RLRV2	Clinch at Richlands	RLRV2	37.083332	-81.773888
RMNN7	Rosman	RMNN7	35.136944	-82.820274
RMP-01	Raccoon Mountain-Unit1	RACT1	35.056389	-85.387497
RMP-02	Raccoon Mountain-Unit2	RACT1	35.056389	-85.387497
RMP-03	Raccoon Mountain-Unit3	RACT1	35.056389	-85.387497
RMP-04	Raccoon Mountain-Unit4	RACT1	35.056389	-85.387497
ROSN7	French Broad at Rosman	ROSN7	35.143333	-82.824722
RTRN7	West Fork Pigeon at Retreat	RTRN7	35.426666	-82.919998
SALT1	Tennessee R at Saltillo	SALT1	35.375136	-88.199288
SALV2	North Fork Holston at Saltville	SALV2	36.896667	-81.746109
SAMN7	Sams Gap	SAMN7	35.954166	-82.561668
SAVT1	Tennessee at Savannah	SAVT1	35.224445	-88.256668
SBTT1	Sunbright	SBTT1	36.248890	-84.661110
SCBA1	Scottsboro	SCBA1	34.649166	-85.985275
SCHG1	Grizzle Creek	SCHG1	34.719723	-84.065002
SCRA1	Tennessee nr Scottsboro	SCRA1	34.643612	-85.980278
Sea_Ray_boats	Sea Ray boats	Sea_Ray_boats	35.617067	-84.249414
SEET1	Sewee Creek near Decatur	SEET1	35.581112	-84.748055
SEPA	Southeast Power Administration	SEPA	35.099998	-85.229446
SEVT1	Little Pigeon at Sevierville	SEVT1	35.878334	-83.577774
SEWT1	Sewanee	SEWT1	35.196945	-85.917778
SFYV2	Clinch at Speers Ferry	SFYV2	36.648613	-82.750557
SGWN7	Watauga nr Sugar Grove	SGWN7	36.238335	-81.822777
SHDT1	South Holston Dam	SHDT1	36.520279	-82.095276
Sheffield_AL	Sheffield, AL	Sheffield_AL	34.774000	-87.694000
SHET1	Duck at Shelbyville	SHET1	35.482498	-86.462219
SHF	Shawnee Fossil Plant	SHF	37.141066	-88.765346
SHF-01	Shawnee-Unit1	SHF	37.152706	-88.775475
SHF-02	Shawnee-Unit2	SHF	37.152706	-88.775475
SHF-03	Shawnee-Unit3	SHF	37.152706	-88.775475
SHF-04	Shawnee-Unit4	SHF	37.152706	-88.775475
SHF-05	Shawnee-Unit5	SHF	37.152706	-88.775475
SHF-06	Shawnee-Unit6	SHF	37.152706	-88.775475
SHF-07	Shawnee-Unit7	SHF	37.152706	-88.775475
SHF-08	Shawnee-Unit8	SHF	37.152706	-88.775475
SHF-09	Shawnee-Unit9	SHF	37.152706	-88.775475
SHF-10	Shawnee-Unit10	SHF	37.152706	-88.775475
SHH-01	South Holston-unit1	SHDT1	36.520279	-82.095276
SHH-OG-01	South Holston Dam	SHDT1	36.520279	-82.095276
SHH-SL-01	South Holston Dam	SHDT1	36.520279	-82.095276
SHH-SL-02	South Holston Dam	SHDT1	36.520279	-82.095276
SHH-SP-01	South Holston Dam	SHDT1	36.520279	-82.095276
SHKT1	South Fork Holston River at Kingsport (TEC)	SHKT1	36.517776	-82.541115
SHVT1	Duck nr Shelbyville	SHVT1	35.480000	-86.499168
SLMT1	Salem	SLMT1	35.085835	-86.252777
SMFV2	Middle Fork Holston at 7 Mile Ford	SMFV2	36.807220	-81.622223
SMLI2	Ohio River at Smithland Lock And Dam	SMLI2	37.158333	-88.426111
SMLK2	Cumberland at Smithland	SMLK2	37.147778	-88.400002
SNNT1	Savannah	SNNT1	35.179720	-88.209720
SNTN7	Santeetlah Dam	SNTN7	35.378056	-83.876663
SNTN7_QG	Santeetlah Dam - Generator Flow	SNTN7_QG	35.378056	-83.876663
SNTN7_QS	Santeetlah Dam - Spill Flow	SNTN7_QS	35.378056	-83.876663
SOLT1	Beaver Creek at Solway, TN	SOLT1	35.964936	-84.178744
